 %[acid] (cm^-3)         [DMA] (ppt)               T (K)            CS (1/s)       J (cm^-3s^-1)
     1.00000E+07         3.16228E+04         1.80000E+02         1.00000E-03         1.11483E-01
     1.00000E+07         1.00000E+05         1.80000E+02         1.00000E-03         4.51610E+00
     1.00000E+07         3.16228E+05         1.80000E+02         1.00000E-03         7.71518E+01
     1.00000E+07         1.00000E+06         1.80000E+02         1.00000E-03         5.94760E+02
     1.00000E+07         3.16228E+06         1.80000E+02         1.00000E-03         2.62647E+03
     1.00000E+07         1.00000E+07         1.80000E+02         1.00000E-03         6.72558E+03
     1.00000E+07         3.16228E+07         1.80000E+02         1.00000E-03         9.77765E+03
     1.00000E+07         1.00000E+08         1.80000E+02         1.00000E-03         1.14905E+04
     1.00000E+07         3.16228E+08         1.80000E+02         1.00000E-03         1.32425E+04
     1.00000E+07         1.00000E+09         1.80000E+02         1.00000E-03         1.42040E+04
     3.16228E+07         1.00000E+04         1.80000E+02         1.00000E-03         1.05543E-01
     3.16228E+07         3.16228E+04         1.80000E+02         1.00000E-03         4.36540E+00
     3.16228E+07         1.00000E+05         1.80000E+02         1.00000E-03         7.72075E+01
     3.16228E+07         3.16228E+05         1.80000E+02         1.00000E-03         6.32930E+02
     3.16228E+07         1.00000E+06         1.80000E+02         1.00000E-03         3.25644E+03
     3.16228E+07         3.16228E+06         1.80000E+02         1.00000E-03         1.28277E+04
     3.16228E+07         1.00000E+07         1.80000E+02         1.00000E-03         4.04818E+04
     3.16228E+07         3.16228E+07         1.80000E+02         1.00000E-03         8.79094E+04
     3.16228E+07         1.00000E+08         1.80000E+02         1.00000E-03         1.20947E+05
     3.16228E+07         3.16228E+08         1.80000E+02         1.00000E-03         1.44055E+05
     3.16228E+07         1.00000E+09         1.80000E+02         1.00000E-03         1.59188E+05
     1.00000E+08         1.00000E+04         1.80000E+02         1.00000E-03         4.28350E+00
     1.00000E+08         3.16228E+04         1.80000E+02         1.00000E-03         7.62614E+01
     1.00000E+08         1.00000E+05         1.80000E+02         1.00000E-03         6.30216E+02
     1.00000E+08         3.16228E+05         1.80000E+02         1.00000E-03         3.29407E+03
     1.00000E+08         1.00000E+06         1.80000E+02         1.00000E-03         1.35599E+04
     1.00000E+08         3.16228E+06         1.80000E+02         1.00000E-03         4.89877E+04
     1.00000E+08         1.00000E+07         1.80000E+02         1.00000E-03         1.61299E+05
     1.00000E+08         3.16228E+07         1.80000E+02         1.00000E-03         4.67491E+05
     1.00000E+08         1.00000E+08         1.80000E+02         1.00000E-03         9.78122E+05
     1.00000E+08         3.16228E+08         1.80000E+02         1.00000E-03         1.33363E+06
     1.00000E+08         1.00000E+09         1.80000E+02         1.00000E-03         1.56426E+06
     3.16228E+08         1.00000E+04         1.80000E+02         1.00000E-03         7.58440E+01
     3.16228E+08         3.16228E+04         1.80000E+02         1.00000E-03         6.27520E+02
     3.16228E+08         1.00000E+05         1.80000E+02         1.00000E-03         3.28405E+03
     3.16228E+08         3.16228E+05         1.80000E+02         1.00000E-03         1.35627E+04
     3.16228E+08         1.00000E+06         1.80000E+02         1.00000E-03         4.95477E+04
     3.16228E+08         3.16228E+06         1.80000E+02         1.00000E-03         1.69340E+05
     3.16228E+08         1.00000E+07         1.80000E+02         1.00000E-03         5.54860E+05
     3.16228E+08         3.16228E+07         1.80000E+02         1.00000E-03         1.74068E+06
     3.16228E+08         1.00000E+08         1.80000E+02         1.00000E-03         4.96436E+06
     3.16228E+08         3.16228E+08         1.80000E+02         1.00000E-03         1.02908E+07
     3.16228E+08         1.00000E+09         1.80000E+02         1.00000E-03         1.38706E+07
     1.00000E+09         1.00000E+04         1.80000E+02         1.00000E-03         6.26482E+02
     1.00000E+09         3.16228E+04         1.80000E+02         1.00000E-03         3.27866E+03
     1.00000E+09         1.00000E+05         1.80000E+02         1.00000E-03         1.35394E+04
     1.00000E+09         3.16228E+05         1.80000E+02         1.00000E-03         4.94756E+04
     1.00000E+09         1.00000E+06         1.80000E+02         1.00000E-03         1.69443E+05
     1.00000E+09         3.16228E+06         1.80000E+02         1.00000E-03         5.60127E+05
     1.00000E+09         1.00000E+07         1.80000E+02         1.00000E-03         1.81355E+06
     1.00000E+09         3.16228E+07         1.80000E+02         1.00000E-03         5.77461E+06
     1.00000E+09         1.00000E+08         1.80000E+02         1.00000E-03         1.78912E+07
     1.00000E+09         3.16228E+08         1.80000E+02         1.00000E-03         5.09824E+07
     1.00000E+09         1.00000E+09         1.80000E+02         1.00000E-03         1.05111E+08
     3.16228E+09         1.00000E+04         1.80000E+02         1.00000E-03         3.27676E+03
     3.16228E+09         3.16228E+04         1.80000E+02         1.00000E-03         1.35299E+04
     3.16228E+09         1.00000E+05         1.80000E+02         1.00000E-03         4.94302E+04
     3.16228E+09         3.16228E+05         1.80000E+02         1.00000E-03         1.69244E+05
     3.16228E+09         1.00000E+06         1.80000E+02         1.00000E-03         5.59473E+05
     3.16228E+09         3.16228E+06         1.80000E+02         1.00000E-03         1.81415E+06
     3.16228E+09         1.00000E+07         1.80000E+02         1.00000E-03         5.81904E+06
     3.16228E+09         3.16228E+07         1.80000E+02         1.00000E-03         1.85311E+07
     3.16228E+09         1.00000E+08         1.80000E+02         1.00000E-03         5.84969E+07
     3.16228E+09         3.16228E+08         1.80000E+02         1.00000E-03         1.80651E+08
     3.16228E+09         1.00000E+09         1.80000E+02         1.00000E-03         5.15143E+08
     1.00000E+04         1.00000E+04         1.80000E+02         1.00000E-02         2.93050E-23
     1.00000E+04         3.16228E+04         1.80000E+02         1.00000E-02         6.21621E-21
     1.00000E+04         1.00000E+05         1.80000E+02         1.00000E-02         1.61989E-18
     1.00000E+04         3.16228E+05         1.80000E+02         1.00000E-02         4.39919E-16
     1.00000E+04         1.00000E+06         1.80000E+02         1.00000E-02         1.02082E-13
     1.00000E+04         3.16228E+06         1.80000E+02         1.00000E-02         1.37814E-11
     1.00000E+04         1.00000E+07         1.80000E+02         1.00000E-02         5.18434E-10
     1.00000E+04         3.16228E+07         1.80000E+02         1.00000E-02         2.98698E-09
     1.00000E+04         1.00000E+08         1.80000E+02         1.00000E-02         5.14148E-09
     1.00000E+04         3.16228E+08         1.80000E+02         1.00000E-02         6.71154E-09
     1.00000E+04         1.00000E+09         1.80000E+02         1.00000E-02         7.57591E-09
     3.16228E+04         1.00000E+04         1.80000E+02         1.00000E-02         5.89734E-21
     3.16228E+04         3.16228E+04         1.80000E+02         1.00000E-02         9.13907E-19
     3.16228E+04         1.00000E+05         1.80000E+02         1.00000E-02         1.89868E-16
     3.16228E+04         3.16228E+05         1.80000E+02         1.00000E-02         4.63912E-14
     3.16228E+04         1.00000E+06         1.80000E+02         1.00000E-02         1.03562E-11
     3.16228E+04         3.16228E+06         1.80000E+02         1.00000E-02         1.38063E-09
     3.16228E+04         1.00000E+07         1.80000E+02         1.00000E-02         5.17603E-08
     3.16228E+04         3.16228E+07         1.80000E+02         1.00000E-02         2.98119E-07
     3.16228E+04         1.00000E+08         1.80000E+02         1.00000E-02         5.13201E-07
     3.16228E+04         3.16228E+08         1.80000E+02         1.00000E-02         6.69937E-07
     3.16228E+04         1.00000E+09         1.80000E+02         1.00000E-02         7.56236E-07
     1.00000E+05         1.00000E+04         1.80000E+02         1.00000E-02         1.51291E-18
     1.00000E+05         3.16228E+04         1.80000E+02         1.00000E-02         1.82339E-16
     1.00000E+05         1.00000E+05         1.80000E+02         1.00000E-02         2.76612E-14
     1.00000E+05         3.16228E+05         1.80000E+02         1.00000E-02         5.38557E-12
     1.00000E+05         1.00000E+06         1.80000E+02         1.00000E-02         1.08165E-09
     1.00000E+05         3.16228E+06         1.80000E+02         1.00000E-02         1.38831E-07
     1.00000E+05         1.00000E+07         1.80000E+02         1.00000E-02         5.14983E-06
     1.00000E+05         3.16228E+07         1.80000E+02         1.00000E-02         2.96295E-05
     1.00000E+05         1.00000E+08         1.80000E+02         1.00000E-02         5.10218E-05
     1.00000E+05         3.16228E+08         1.80000E+02         1.00000E-02         6.66098E-05
     1.00000E+05         1.00000E+09         1.80000E+02         1.00000E-02         7.51963E-05
     3.16228E+05         1.00000E+04         1.80000E+02         1.00000E-02         4.28702E-16
     3.16228E+05         3.16228E+04         1.80000E+02         1.00000E-02         4.55623E-14
     3.16228E+05         1.00000E+05         1.80000E+02         1.00000E-02         5.37233E-12
     3.16228E+05         3.16228E+05         1.80000E+02         1.00000E-02         7.62723E-10
     3.16228E+05         1.00000E+06         1.80000E+02         1.00000E-02         1.21957E-07
     3.16228E+05         3.16228E+06         1.80000E+02         1.00000E-02         1.41072E-05
     3.16228E+05         1.00000E+07         1.80000E+02         1.00000E-02         5.06774E-04
     3.16228E+05         3.16228E+07         1.80000E+02         1.00000E-02         2.90603E-03
     3.16228E+05         1.00000E+08         1.80000E+02         1.00000E-02         5.00896E-03
     3.16228E+05         3.16228E+08         1.80000E+02         1.00000E-02         6.54087E-03
     3.16228E+05         1.00000E+09         1.80000E+02         1.00000E-02         7.38586E-03
     1.00000E+06         1.00000E+04         1.80000E+02         1.00000E-02         1.17521E-13
     1.00000E+06         3.16228E+04         1.80000E+02         1.00000E-02         1.19092E-11
     1.00000E+06         1.00000E+05         1.80000E+02         1.00000E-02         1.23811E-09
     1.00000E+06         3.16228E+05         1.80000E+02         1.00000E-02         1.36453E-07
     1.00000E+06         1.00000E+06         1.80000E+02         1.00000E-02         1.58692E-05
     1.00000E+06         3.16228E+06         1.80000E+02         1.00000E-02         1.46459E-03
     1.00000E+06         1.00000E+07         1.80000E+02         1.00000E-02         4.81561E-02
     1.00000E+06         3.16228E+07         1.80000E+02         1.00000E-02         2.73332E-01
     1.00000E+06         1.00000E+08         1.80000E+02         1.00000E-02         4.72485E-01
     1.00000E+06         3.16228E+08         1.80000E+02         1.00000E-02         6.17364E-01
     1.00000E+06         1.00000E+09         1.80000E+02         1.00000E-02         6.97611E-01
     3.16228E+06         1.00000E+04         1.80000E+02         1.00000E-02         2.58719E-11
     3.16228E+06         3.16228E+04         1.80000E+02         1.00000E-02         2.58060E-09
     3.16228E+06         1.00000E+05         1.80000E+02         1.00000E-02         2.55937E-07
     3.16228E+06         3.16228E+05         1.80000E+02         1.00000E-02         2.48884E-05
     3.16228E+06         1.00000E+06         1.80000E+02         1.00000E-02         2.24607E-03
     3.16228E+06         3.16228E+06         1.80000E+02         1.00000E-02         1.51139E-01
     3.16228E+06         1.00000E+07         1.80000E+02         1.00000E-02         4.09170E+00
     3.16228E+06         3.16228E+07         1.80000E+02         1.00000E-02         2.25449E+01
     3.16228E+06         1.00000E+08         1.80000E+02         1.00000E-02         3.92800E+01
     3.16228E+06         3.16228E+08         1.80000E+02         1.00000E-02         5.13544E+01
     3.16228E+06         1.00000E+09         1.80000E+02         1.00000E-02         5.81240E+01
     1.00000E+07         1.00000E+04         1.80000E+02         1.00000E-02         3.27226E-09
     1.00000E+07         3.16228E+04         1.80000E+02         1.00000E-02         3.24692E-07
